Timestamp,Open,High,Low,Close,Volume_BTC,Volume_Currency,Weighted_Price
2011-12-31,4.247,4.8,4.003,4.648,1230.8745952400002,5396.438579187399,4.384231017567783
2012-01-01,4.522,5.5,4.522,4.76,1185.1389940399997,5929.678241426338,5.003361016088721
2012-01-02,5.29,5.35,4.712,5.065,420.28017336999994,2175.862305399001,5.177170952300545
2012-01-03,5.066,5.218999999999999,4.7,4.77,943.1159254699998,4591.026435964102,4.867934377925147
2012-01-04,4.811,5.59,4.751,5.587999999999999,1024.51842957,5331.763904058127,5.20416592827512
2012-01-05,5.586,6.9,5.585,6.7589999999999995,2380.987502440001,14777.422370740496,6.206425844569453
2012-01-06,6.757999999999999,6.999,6.11,6.48,2763.1232989799983,17945.152880936203,6.49451759447746
2012-01-07,6.479,6.48,6.151,6.397,436.7459508700001,2751.3008385461403,6.299545154489779
2012-01-08,6.17,6.73,6.164,6.601,2005.9939282499997,13143.141641302505,6.55193490678628
2012-01-09,6.718999999999999,7.01,6.2,6.2010000000000005,1148.6348547600007,7530.776265148699,6.556283952154841
2012-01-10,6.2010000000000005,6.5,6.2,6.32,525.3044473599997,3354.22882373095,6.385304446951012
2012-01-11,6.32,6.76,6.31,6.422000000000001,1166.1505976,7559.4373831498015,6.482385207114351
2012-01-12,6.422999999999999,6.67,6.367000000000001,6.5,959.0705635800003,6235.388569216203,6.501490928822655
2012-01-13,6.5,6.601,6.3260000000000005,6.46,752.4095494700001,4843.867447336,6.437806977261302
2012-01-14,6.445,6.79,6.25,6.74,1069.3094708599992,6935.2001923907,6.485681069310103
2012-01-15,6.63,6.84,6.577000000000001,6.751,448.97021497000014,3016.99152907462,6.719803293134296
2012-01-16,6.8389999999999995,6.9,6.382999999999999,6.4,1190.2699682600003,7864.9121845182,6.607670859759274
2012-01-17,6.4,6.747999999999999,5.5,5.7,688.6177357,4342.215259363801,6.305697681384596
2012-01-18,6.19,6.6,5.41,5.85,549.57240097,3332.5483641028018,6.063893234487076
2012-01-19,6.1,6.2989999999999995,5.82,6.26,391.53280952999995,2366.263811223899,6.04359009929305
2012-01-20,6.257999999999999,6.263,5.915,6.138999999999999,474.39634428,2896.5474291484,6.10575411061513
2012-01-21,6.138999999999999,6.14,5.82,5.999,257.85330780000004,1541.0932346033007,5.976627749133341
2012-01-22,5.999,6.13,5.81,6.0,310.31992836999996,1839.8162877696802,5.928772597472485
2012-01-23,5.999,6.247999999999999,5.8020000000000005,5.832000000000001,808.2880736999998,4778.379650382998,5.9117285109869355
2012-01-24,6.0,6.099,5.801,6.0,332.9870360000001,1974.7212675049993,5.930324769475406
2012-01-25,5.9,6.01,5.65,5.65,769.8733530999999,4541.166491022,5.89858899874424
2012-01-26,5.7,5.829,5.4,5.41,499.6047470399999,2763.9366527130996,5.532246579097877
2012-01-27,5.3,5.3,4.9,5.0,1412.3805877300008,7164.9777034610015,5.072979454480227
2012-01-28,5.001,5.44,5.0,5.02,841.80300193,4375.472142932803,5.19773882119827
2012-01-29,5.02,6.099,5.0,5.111000000000001,653.6717022200003,3607.6727697115793,5.519089716533848
2012-01-30,5.15,5.45,5.15,5.287000000000001,439.64976160000003,2338.1528980706403,5.318217140756525
2012-01-31,5.289,5.397,5.17,5.35,757.6952447499998,4005.7470244062,5.2867522294242315
2012-02-01,5.35,5.82,5.224,5.6,1210.1983853199993,6526.8965634603965,5.393245142807361
2012-02-02,5.606,5.98,5.352,5.9,755.8886009200003,4355.205794443879,5.761703231326826
2012-02-03,5.885,5.98,5.614,5.8020000000000005,1027.3926707,5949.656837819499,5.791025191727114
2012-02-04,5.8020000000000005,5.919,5.712999999999999,5.787999999999999,398.2982194000001,2321.96625143655,5.829717880572954
2012-02-05,5.787999999999999,5.9,5.352,5.41,991.8944974299998,5540.683728364868,5.585960747560137
2012-02-06,5.41,5.65,5.2010000000000005,5.287000000000001,506.28168171999994,2711.8097890249987,5.35632610647124
2012-02-07,5.231,5.449,5.152,5.2,759.1307446999999,3999.077622637,5.2679695171842775
2012-02-08,5.336,5.67,5.181,5.412000000000001,1229.67783942,6649.969288913202,5.407895528189547
2012-02-09,5.412000000000001,5.7,5.407,5.551,1016.8885756000005,5624.4049203079,5.530994304847314
2012-02-10,5.6,5.797000000000001,5.51,5.69,989.5612233899998,5586.636013454539,5.645568845468764
2012-02-11,5.796,5.8420000000000005,5.605,5.605,1150.79440232,6487.924164327803,5.637778695523854
2012-02-12,5.605,5.6770000000000005,5.361000000000001,5.388999999999999,1144.7877524,6265.504431377,5.473070810062066
2012-02-13,5.388999999999999,5.41,5.18,5.18,847.6557583000003,4527.9083386784,5.341682981968127
2012-02-14,5.18,5.348,3.88,4.899,1509.648370160001,6795.142703648999,4.5011426753163795
2012-02-15,4.583,5.25,4.35,4.35,990.8998677300001,4537.004538988999,4.578671051175516
2012-02-16,4.36,4.49,4.0,4.1,805.0085291700002,3332.9835590788975,4.140308379732762
2012-02-17,4.075,4.599,4.075,4.15,984.2698024,4212.824992533,4.2801526393074685
2012-02-18,4.102,4.36,4.1,4.101,490.31858196999985,2049.2750991901,4.179476720944434
2012-02-19,4.101,4.335,3.9,3.98,703.4584014999999,2844.139472136499,4.0430812484034275
2012-02-20,4.15,4.6,4.0,4.5889999999999995,1521.4760850100004,6609.366024109001,4.344048578368262
2012-02-21,4.15,4.465,4.021,4.175,1051.2356662400002,4451.1740354574995,4.234230418929949
2012-02-22,4.25,4.2780000000000005,4.102,4.25,1539.8696216000003,6495.2779500920005,4.218070061894648
2012-02-23,4.22,4.6,4.177,4.51,1343.4123638,5898.034865305802,4.390338383236638
2012-02-24,4.55,4.7,4.35,4.51,1585.8904809999995,7176.047537005002,4.5249325996837255
2012-02-25,4.51,4.65,4.501,4.502,497.5981225,2264.0351101178403,4.5499269545934435
2012-02-26,4.502,4.7,4.45,4.7,1117.1789463199998,5132.487568925502,4.594149921847324
2012-02-27,4.6,4.698,4.5,4.5,1405.36538828,6414.3364004228015,4.564177013262854
2012-02-28,4.559,4.6,4.425,4.5489999999999995,1072.58907405,4856.963424554,4.528261141253791
2012-02-29,4.51,4.548,4.15,4.43,2179.74280928,9432.4894445622,4.327340548804418
2012-03-01,4.428999999999999,4.555,4.3,4.496,1752.5497052399994,7754.246422576,4.4245514973933995
2012-03-02,4.374,4.49,4.156000000000001,4.41,784.02328523,3384.1676406982006,4.3164121582248995
2012-03-03,4.303,4.41,4.22,4.27,860.9141897699999,3697.2068533580004,4.294512620759264
2012-03-04,4.27,4.446000000000001,4.25,4.446000000000001,701.63143814,3025.8912824413987,4.3126506566794225
2012-03-05,4.38,4.5,4.23,4.499,2299.5653269999993,10083.415709980001,4.384922485822472
2012-03-06,4.5,4.9,4.35,4.501,1596.2289565000008,7364.1861928160015,4.6134899149826305
2012-03-07,4.834,4.838,4.45,4.52,1531.2915337000004,7067.987690612003,4.615703499342087
2012-03-08,4.52,4.729,4.511,4.63,775.1262586400001,3586.3028363849985,4.626733769382754
2012-03-09,4.666,4.666,4.36,4.47,1398.9252650000003,6308.1430456800035,4.509278089047882
2012-03-10,4.3660000000000005,4.505,4.19,4.46,1562.6531200000004,6870.2820618689975,4.39654967179728
2012-03-11,4.46,4.55,4.351,4.5,1567.2285078499997,6998.0448462178,4.465235803946713
2012-03-12,4.441,4.569,4.4,4.4110000000000005,2177.3812017299997,9783.051849332298,4.493035873350678
2012-03-13,4.4110000000000005,4.97,4.408,4.724,3729.085127399999,17338.8582575,4.649627902055708
2012-03-14,4.77,5.2,4.724,4.9030000000000005,2537.7248928900003,12392.15190480945,4.883173877329578
2012-03-15,4.904,4.96,4.7010000000000005,4.79,2721.1010557999994,13179.5827591535,4.84347419992409
2012-03-16,4.79,4.99,4.79,4.919,1403.3488699099996,6861.801829494198,4.8895908755278095
2012-03-17,4.851,5.037,4.85,5.035,1048.4579627999994,5173.0494223780015,4.933959782767939
2012-03-18,5.035,5.035,4.802,4.918,2855.0232811300007,14043.543926840495,4.918889460432752
2012-03-19,4.812,4.92,4.58,4.638999999999999,2383.1997994999992,11324.7476121,4.751908595526047
2012-03-20,4.638999999999999,4.699,4.513,4.697,1791.2882493,8256.119671635797,4.609040267451163
2012-03-21,4.56,4.7,4.56,4.59,1838.0765709999996,8479.193955354,4.613079829825001
2012-03-22,4.58,4.61,4.4510000000000005,4.52,4008.17620824,18185.471685112003,4.5370938652163915
2012-03-23,4.52,4.539,4.35,4.421,2052.2587630099997,9170.061272021292,4.468277313418206
2012-03-24,4.579,4.62,4.381,4.46,864.2740041200003,3882.4393502832013,4.492139450886623
2012-03-25,4.442,4.539,4.22,4.302,1971.629672999999,8638.424201382002,4.3813624433020015
2012-03-26,4.349,4.4639999999999995,4.272,4.391,2350.8314844999995,10319.5055815093,4.38972578406834
