"","Sequence_ID","Event_Pattern","Outcome_Next_Day_Direction"
"363",19,"HLH,LLL,LHL,LLL,HMH,LHL,HMH,MLM,HLH,LML,LHL,HMH,LHL,LHL,HMH,MLM,LML,HHH,HMH,HMH,LLL,LLL,HMH,LLL,MHL,LML,MLM,HHH,LHL",0
"364",19,"HLH,LLL,LHL,LLL,HMH,LHL,HMH,MLM,HLH,LML,LHL,HMH,LHL,LHL,HMH,MLM,LML,HHH,HMH,HMH,LLL,LLL,HMH,LLL,MHL,LML,MLM,HHH,LHL",0
"365",19,"HLH,LLL,LHL,LLL,HMH,LHL,HMH,MLM,HLH,LML,LHL,HMH,LHL,LHL,HMH,MLM,LML,HHH,HMH,HMH,LLL,LLL,HMH,LLL,MHL,LML,MLM,HHH,LHL",0
"370",19,"HLH,LLL,LHL,LLL,HMH,LHL,HMH,MLM,HLH,LML,LHL,HMH,LHL,LHL,HMH,MLM,LML,HHH,HMH,HMH,LLL,LLL,HMH,LLL,MHL,LML,MLM,HHH,LHL",1
"371",19,"HLH,LLL,LHL,LLL,HMH,LHL,HMH,MLM,HLH,LML,LHL,HMH,LHL,LHL,HMH,MLM,LML,HHH,HMH,HMH,LLL,LLL,HMH,LLL,MHL,LML,MLM,HHH,LHL",0
"372",19,"HLH,LLL,LHL,LLL,HMH,LHL,HMH,MLM,HLH,LML,LHL,HMH,LHL,LHL,HMH,MLM,LML,HHH,HMH,HMH,LLL,LLL,HMH,LLL,MHL,LML,MLM,HHH,LHL",0
"374",19,"HLH,LLL,LHL,LLL,HMH,LHL,HMH,MLM,HLH,LML,LHL,HMH,LHL,LHL,HMH,MLM,LML,HHH,HMH,HMH,LLL,LLL,HMH,LLL,MHL,LML,MLM,HHH,LHL",1
"377",19,"HLH,LLL,LHL,LLL,HMH,LHL,HMH,MLM,HLH,LML,LHL,HMH,LHL,LHL,HMH,MLM,LML,HHH,HMH,HMH,LLL,LLL,HMH,LLL,MHL,LML,MLM,HHH,LHL",0
"378",19,"HLH,LLL,LHL,LLL,HMH,LHL,HMH,MLM,HLH,LML,LHL,HMH,LHL,LHL,HMH,MLM,LML,HHH,HMH,HMH,LLL,LLL,HMH,LLL,MHL,LML,MLM,HHH,LHL",0
"380",19,"HLH,LLL,LHL,LLL,HMH,LHL,HMH,MLM,HLH,LML,LHL,HMH,LHL,LHL,HMH,MLM,LML,HHH,HMH,HMH,LLL,LLL,HMH,LLL,MHL,LML,MLM,HHH,LHL",0
"385",19,"HLH,LLL,LHL,LLL,HMH,LHL,HMH,MLM,HLH,LML,LHL,HMH,LHL,LHL,HMH,MLM,LML,HHH,HMH,HMH,LLL,LLL,HMH,LLL,MHL,LML,MLM,HHH,LHL",1
"386",19,"HLH,LLL,LHL,LLL,HMH,LHL,HMH,MLM,HLH,LML,LHL,HMH,LHL,LHL,HMH,MLM,LML,HHH,HMH,HMH,LLL,LLL,HMH,LLL,MHL,LML,MLM,HHH,LHL",0
"402",20,"MLM,HLH,MLM,LHL,HLH,HHH,LML,MMM,MMM,LLL,MHM,MHM,MMM,HMH,HMH,HHH,LLL,MMM,LHL,MMH,MLM,MMM,MLM,MMM,MLM,MHM,MHM",0
"418",21,"LML,MMM,MMM,MLM,MLM,MHM,MMM,MLM,MHM,MMM,LML,MLM,MHM,MHM,LML,MLM,MMM,HHH,HMH,MMM,MMM,MMM,HMH,MLM",1
"438",22,"MMM,LHL,MLM,MHM,LHL,MLM,MMM,LHL,HMH,MLM,LML,LML,MMM,LHL,MMM,HMM,MLM,MLM,MHM,LMM,MMM",1
"439",22,"MMM,LHL,MLM,MHM,LHL,MLM,MMM,LHL,HMH,MLM,LML,LML,MMM,LHL,MMM,HMM,MLM,MLM,MHM,LMM,MMM",0
"441",22,"MMM,LHL,MLM,MHM,LHL,MLM,MMM,LHL,HMH,MLM,LML,LML,MMM,LHL,MMM,HMM,MLM,MLM,MHM,LMM,MMM",1
"442",22,"MMM,LHL,MLM,MHM,LHL,MLM,MMM,LHL,HMH,MLM,LML,LML,MMM,LHL,MMM,HMM,MLM,MLM,MHM,LMM,MMM",0
"444",22,"MMM,LHL,MLM,MHM,LHL,MLM,MMM,LHL,HMH,MLM,LML,LML,MMM,LHL,MMM,HMM,MLM,MLM,MHM,LMM,MMM",1
"458",22,"MMM,LHL,MLM,MHM,LHL,MLM,MMM,LHL,HMH,MLM,LML,LML,MMM,LHL,MMM,HMM,MLM,MLM,MHM,LMM,MMM",1
"459",23,"HMH,LLL,MHL,LML,MLM,HHH,LHL,LLL,LML,HHH",0
"464",23,"HMH,LLL,MHL,LML,MLM,HHH,LHL,LLL,LML,HHH",1
"465",23,"HMH,LLL,MHL,LML,MLM,HHH,LHL,LLL,LML,HHH",0
"467",23,"HMH,LLL,MHL,LML,MLM,HHH,LHL,LLL,LML,HHH",1
"468",23,"HMH,LLL,MHL,LML,MLM,HHH,LHL,LLL,LML,HHH",0
"472",24,"LML,MMM,LML,LLL,LHL,HHH,LLL,MMM,HHH,LLL,MLH,HMH,MHM,LML,LML,HHH,HMH,MLM,LLL,MHM,MMM,LML,MMM,MLM,LLL",1
"474",24,"LML,MMM,LML,LLL,LHL,HHH,LLL,MMM,HHH,LLL,MLH,HMH,MHM,LML,LML,HHH,HMH,MLM,LLL,MHM,MMM,LML,MMM,MLM,LLL",0
"476",24,"LML,MMM,LML,LLL,LHL,HHH,LLL,MMM,HHH,LLL,MLH,HMH,MHM,LML,LML,HHH,HMH,MLM,LLL,MHM,MMM,LML,MMM,MLM,LLL",1
"477",24,"LML,MMM,LML,LLL,LHL,HHH,LLL,MMM,HHH,LLL,MLH,HMH,MHM,LML,LML,HHH,HMH,MLM,LLL,MHM,MMM,LML,MMM,MLM,LLL",0
"485",24,"LML,MMM,LML,LLL,LHL,HHH,LLL,MMM,HHH,LLL,MLH,HMH,MHM,LML,LML,HHH,HMH,MLM,LLL,MHM,MMM,LML,MMM,MLM,LLL",0
"487",24,"LML,MMM,LML,LLL,LHL,HHH,LLL,MMM,HHH,LLL,MLH,HMH,MHM,LML,LML,HHH,HMH,MLM,LLL,MHM,MMM,LML,MMM,MLM,LLL",1
"498",25,"HLH,HMH,HMH,MMM,MLM,LHL,LML,LHL,HLH,HLH,HHH,LHL,LLL,LHL,HMH,MLM,HMH,MMM,LMM,MMM,HHH,HLM,MHM,HHH,MLM,LLL,HHH",1
"500",25,"HLH,HMH,HMH,MMM,MLM,LHL,LML,LHL,HLH,HLH,HHH,LHL,LLL,LHL,HMH,MLM,HMH,MMM,LMM,MMM,HHH,HLM,MHM,HHH,MLM,LLL,HHH",1
"501",25,"HLH,HMH,HMH,MMM,MLM,LHL,LML,LHL,HLH,HLH,HHH,LHL,LLL,LHL,HMH,MLM,HMH,MMM,LMM,MMM,HHH,HLM,MHM,HHH,MLM,LLL,HHH",0
"502",25,"HLH,HMH,HMH,MMM,MLM,LHL,LML,LHL,HLH,HLH,HHH,LHL,LLL,LHL,HMH,MLM,HMH,MMM,LMM,MMM,HHH,HLM,MHM,HHH,MLM,LLL,HHH",0
"505",25,"HLH,HMH,HMH,MMM,MLM,LHL,LML,LHL,HLH,HLH,HHH,LHL,LLL,LHL,HMH,MLM,HMH,MMM,LMM,MMM,HHH,HLM,MHM,HHH,MLM,LLL,HHH",0
"506",25,"HLH,HMH,HMH,MMM,MLM,LHL,LML,LHL,HLH,HLH,HHH,LHL,LLL,LHL,HMH,MLM,HMH,MMM,LMM,MMM,HHH,HLM,MHM,HHH,MLM,LLL,HHH",1
"508",25,"HLH,HMH,HMH,MMM,MLM,LHL,LML,LHL,HLH,HLH,HHH,LHL,LLL,LHL,HMH,MLM,HMH,MMM,LMM,MMM,HHH,HLM,MHM,HHH,MLM,LLL,HHH",0
"514",25,"HLH,HMH,HMH,MMM,MLM,LHL,LML,LHL,HLH,HLH,HHH,LHL,LLL,LHL,HMH,MLM,HMH,MMM,LMM,MMM,HHH,HLM,MHM,HHH,MLM,LLL,HHH",0
"517",25,"HLH,HMH,HMH,MMM,MLM,LHL,LML,LHL,HLH,HLH,HHH,LHL,LLL,LHL,HMH,MLM,HMH,MMM,LMM,MMM,HHH,HLM,MHM,HHH,MLM,LLL,HHH",0
"520",25,"HLH,HMH,HMH,MMM,MLM,LHL,LML,LHL,HLH,HLH,HHH,LHL,LLL,LHL,HMH,MLM,HMH,MMM,LMM,MMM,HHH,HLM,MHM,HHH,MLM,LLL,HHH",0
"526",26,"HMH,HHH,HMH,LLL,MLM,MHM,LHL,LML,HLH,LHL,HLH,HMH,HMH,MMM,MLM,LHL,LML,LHL,HLH,HLH,HHH,LHL,LLL,LHL,HMH,MLM,HMH",1
"528",26,"HMH,HHH,HMH,LLL,MLM,MHM,LHL,LML,HLH,LHL,HLH,HMH,HMH,MMM,MLM,LHL,LML,LHL,HLH,HLH,HHH,LHL,LLL,LHL,HMH,MLM,HMH",0
"529",26,"HMH,HHH,HMH,LLL,MLM,MHM,LHL,LML,HLH,LHL,HLH,HMH,HMH,MMM,MLM,LHL,LML,LHL,HLH,HLH,HHH,LHL,LLL,LHL,HMH,MLM,HMH",1
"530",26,"HMH,HHH,HMH,LLL,MLM,MHM,LHL,LML,HLH,LHL,HLH,HMH,HMH,MMM,MLM,LHL,LML,LHL,HLH,HLH,HHH,LHL,LLL,LHL,HMH,MLM,HMH",0
"535",26,"HMH,HHH,HMH,LLL,MLM,MHM,LHL,LML,HLH,LHL,HLH,HMH,HMH,MMM,MLM,LHL,LML,LHL,HLH,HLH,HHH,LHL,LLL,LHL,HMH,MLM,HMH",1
"537",26,"HMH,HHH,HMH,LLL,MLM,MHM,LHL,LML,HLH,LHL,HLH,HMH,HMH,MMM,MLM,LHL,LML,LHL,HLH,HLH,HHH,LHL,LLL,LHL,HMH,MLM,HMH",1
"538",26,"HMH,HHH,HMH,LLL,MLM,MHM,LHL,LML,HLH,LHL,HLH,HMH,HMH,MMM,MLM,LHL,LML,LHL,HLH,HLH,HHH,LHL,LLL,LHL,HMH,MLM,HMH",0
"539",26,"HMH,HHH,HMH,LLL,MLM,MHM,LHL,LML,HLH,LHL,HLH,HMH,HMH,MMM,MLM,LHL,LML,LHL,HLH,HLH,HHH,LHL,LLL,LHL,HMH,MLM,HMH",0
"542",26,"HMH,HHH,HMH,LLL,MLM,MHM,LHL,LML,HLH,LHL,HLH,HMH,HMH,MMM,MLM,LHL,LML,LHL,HLH,HLH,HHH,LHL,LLL,LHL,HMH,MLM,HMH",0
"543",26,"HMH,HHH,HMH,LLL,MLM,MHM,LHL,LML,HLH,LHL,HLH,HMH,HMH,MMM,MLM,LHL,LML,LHL,HLH,HLH,HHH,LHL,LLL,LHL,HMH,MLM,HMH",1
"545",26,"HMH,HHH,HMH,LLL,MLM,MHM,LHL,LML,HLH,LHL,HLH,HMH,HMH,MMM,MLM,LHL,LML,LHL,HLH,HLH,HHH,LHL,LLL,LHL,HMH,MLM,HMH",0
"549",27,"HLH,LML,MLM,MHM,HHH,LHL,MLM,MHM,MLM,HHH,LML,MLM,LHL,MLM,LHL,MLM,MMM",0
"553",27,"HLH,LML,MLM,MHM,HHH,LHL,MLM,MHM,MLM,HHH,LML,MLM,LHL,MLM,LHL,MLM,MMM",0
"562",27,"HLH,LML,MLM,MHM,HHH,LHL,MLM,MHM,MLM,HHH,LML,MLM,LHL,MLM,LHL,MLM,MMM",0
"565",28,"MLM,MHM,MMM,MLM,MHM,MMM,LML,MLM,MHM,MHM,LML,MLM,MMM,HHH,HMH,MMM,MMM,MMM,HMH,MLM,MLM,LHL,MLM,MMM,MMM,MMM,MMM",1
"585",28,"MLM,MHM,MMM,MLM,MHM,MMM,LML,MLM,MHM,MHM,LML,MLM,MMM,HHH,HMH,MMM,MMM,MMM,HMH,MLM,MLM,LHL,MLM,MMM,MMM,MMM,MMM",1
"592",29,"LHL,LLL,HMH,LHL,HMH,MLM,HLH,LML,LHL,HMH,LHL,LHL,HMH",0
"594",29,"LHL,LLL,HMH,LHL,HMH,MLM,HLH,LML,LHL,HMH,LHL,LHL,HMH",1
"595",29,"LHL,LLL,HMH,LHL,HMH,MLM,HLH,LML,LHL,HMH,LHL,LHL,HMH",0
"596",29,"LHL,LLL,HMH,LHL,HMH,MLM,HLH,LML,LHL,HMH,LHL,LHL,HMH",0
"597",29,"LHL,LLL,HMH,LHL,HMH,MLM,HLH,LML,LHL,HMH,LHL,LHL,HMH",0
"602",29,"LHL,LLL,HMH,LHL,HMH,MLM,HLH,LML,LHL,HMH,LHL,LHL,HMH",1
"603",29,"LHL,LLL,HMH,LHL,HMH,MLM,HLH,LML,LHL,HMH,LHL,LHL,HMH",0
"604",29,"LHL,LLL,HMH,LHL,HMH,MLM,HLH,LML,LHL,HMH,LHL,LHL,HMH",0
"605",30,"LHL,HMH,MMM,HLH,HHH,LLL,LHL,LLL,HHH,LLL,LHL,HLH,HHH",0
"607",30,"LHL,HMH,MMM,HLH,HHH,LLL,LHL,LLL,HHH,LLL,LHL,HLH,HHH",0
"609",30,"LHL,HMH,MMM,HLH,HHH,LLL,LHL,LLL,HHH,LLL,LHL,HLH,HHH",0
"610",30,"LHL,HMH,MMM,HLH,HHH,LLL,LHL,LLL,HHH,LLL,LHL,HLH,HHH",1
"611",30,"LHL,HMH,MMM,HLH,HHH,LLL,LHL,LLL,HHH,LLL,LHL,HLH,HHH",0
"613",30,"LHL,HMH,MMM,HLH,HHH,LLL,LHL,LLL,HHH,LLL,LHL,HLH,HHH",0
"614",30,"LHL,HMH,MMM,HLH,HHH,LLL,LHL,LLL,HHH,LLL,LHL,HLH,HHH",1
"615",30,"LHL,HMH,MMM,HLH,HHH,LLL,LHL,LLL,HHH,LLL,LHL,HLH,HHH",0
"619",31,"LHL,LHL,HLH,HHH,LLL,HLH,HHH,MLM,HLH,MMM,LHL,MLM",0
"620",31,"LHL,LHL,HLH,HHH,LLL,HLH,HHH,MLM,HLH,MMM,LHL,MLM",1
"621",31,"LHL,LHL,HLH,HHH,LLL,HLH,HHH,MLM,HLH,MMM,LHL,MLM",0
"623",31,"LHL,LHL,HLH,HHH,LLL,HLH,HHH,MLM,HLH,MMM,LHL,MLM",1
"624",31,"LHL,LHL,HLH,HHH,LLL,HLH,HHH,MLM,HLH,MMM,LHL,MLM",0
"625",31,"LHL,LHL,HLH,HHH,LLL,HLH,HHH,MLM,HLH,MMM,LHL,MLM",0
"627",31,"LHL,LHL,HLH,HHH,LLL,HLH,HHH,MLM,HLH,MMM,LHL,MLM",1
"628",31,"LHL,LHL,HLH,HHH,LLL,HLH,HHH,MLM,HLH,MMM,LHL,MLM",0
"630",32,"HHH,MLM,MHM,HMH,HLH,LHL,HLH,LLL,HMH,MLM,LHL",0
"631",32,"HHH,MLM,MHM,HMH,HLH,LHL,HLH,LLL,HMH,MLM,LHL",1
"632",32,"HHH,MLM,MHM,HMH,HLH,LHL,HLH,LLL,HMH,MLM,LHL",0
"633",32,"HHH,MLM,MHM,HMH,HLH,LHL,HLH,LLL,HMH,MLM,LHL",0
"634",32,"HHH,MLM,MHM,HMH,HLH,LHL,HLH,LLL,HMH,MLM,LHL",1
"635",32,"HHH,MLM,MHM,HMH,HLH,LHL,HLH,LLL,HMH,MLM,LHL",0
"636",32,"HHH,MLM,MHM,HMH,HLH,LHL,HLH,LLL,HMH,MLM,LHL",0
"639",32,"HHH,MLM,MHM,HMH,HLH,LHL,HLH,LLL,HMH,MLM,LHL",1
"642",33,"HHH,HMH,MLM,LLL,MHM,MMM,LML,MMM,MLM,LLL,MMM,LHL,MLM,HHH,MLM,HHH,MLM,MMM,LHL,MHM,MMM,MLM,MHM,LLL,LML",0
"644",33,"HHH,HMH,MLM,LLL,MHM,MMM,LML,MMM,MLM,LLL,MMM,LHL,MLM,HHH,MLM,HHH,MLM,MMM,LHL,MHM,MMM,MLM,MHM,LLL,LML",1
"651",33,"HHH,HMH,MLM,LLL,MHM,MMM,LML,MMM,MLM,LLL,MMM,LHL,MLM,HHH,MLM,HHH,MLM,MMM,LHL,MHM,MMM,MLM,MHM,LLL,LML",1
"655",33,"HHH,HMH,MLM,LLL,MHM,MMM,LML,MMM,MLM,LLL,MMM,LHL,MLM,HHH,MLM,HHH,MLM,MMM,LHL,MHM,MMM,MLM,MHM,LLL,LML",1
"656",33,"HHH,HMH,MLM,LLL,MHM,MMM,LML,MMM,MLM,LLL,MMM,LHL,MLM,HHH,MLM,HHH,MLM,MMM,LHL,MHM,MMM,MLM,MHM,LLL,LML",0
"665",33,"HHH,HMH,MLM,LLL,MHM,MMM,LML,MMM,MLM,LLL,MMM,LHL,MLM,HHH,MLM,HHH,MLM,MMM,LHL,MHM,MMM,MLM,MHM,LLL,LML",1
"666",34,"MLM,HHH,MLM,LHL,MMM,MMM,MMM,MLM,MLM,MHM",1
"676",35,"MHM,MLM,MLM,HHH,LHL,LHL,LHL,LML,HLH,HLH,LLL,HHH,HLH,LLL,LLL,HHH,LHL,MLM,LHL,MHL",0
"677",35,"MHM,MLM,MLM,HHH,LHL,LHL,LHL,LML,HLH,HLH,LLL,HHH,HLH,LLL,LLL,HHH,LHL,MLM,LHL,MHL",0
"680",35,"MHM,MLM,MLM,HHH,LHL,LHL,LHL,LML,HLH,HLH,LLL,HHH,HLH,LLL,LLL,HHH,LHL,MLM,LHL,MHL",1
"681",35,"MHM,MLM,MLM,HHH,LHL,LHL,LHL,LML,HLH,HLH,LLL,HHH,HLH,LLL,LLL,HHH,LHL,MLM,LHL,MHL",1
"683",35,"MHM,MLM,MLM,HHH,LHL,LHL,LHL,LML,HLH,HLH,LLL,HHH,HLH,LLL,LLL,HHH,LHL,MLM,LHL,MHL",0
"684",35,"MHM,MLM,MLM,HHH,LHL,LHL,LHL,LML,HLH,HLH,LLL,HHH,HLH,LLL,LLL,HHH,LHL,MLM,LHL,MHL",0
"685",35,"MHM,MLM,MLM,HHH,LHL,LHL,LHL,LML,HLH,HLH,LLL,HHH,HLH,LLL,LLL,HHH,LHL,MLM,LHL,MHL",0
"686",35,"MHM,MLM,MLM,HHH,LHL,LHL,LHL,LML,HLH,HLH,LLL,HHH,HLH,LLL,LLL,HHH,LHL,MLM,LHL,MHL",1
"687",35,"MHM,MLM,MLM,HHH,LHL,LHL,LHL,LML,HLH,HLH,LLL,HHH,HLH,LLL,LLL,HHH,LHL,MLM,LHL,MHL",0
"692",35,"MHM,MLM,MLM,HHH,LHL,LHL,LHL,LML,HLH,HLH,LLL,HHH,HLH,LLL,LLL,HHH,LHL,MLM,LHL,MHL",0
"702",36,"HLH,MMM,HMH,LML,MHM,HHH,HLH,LHL,HLH,MLM,MMM,LHL,MHM,HHH,LLL,MLM,LML,MHM,MHM,MLM,HHH,MLM,HLH,MLM,LHL,HLH",1
"703",36,"HLH,MMM,HMH,LML,MHM,HHH,HLH,LHL,HLH,MLM,MMM,LHL,MHM,HHH,LLL,MLM,LML,MHM,MHM,MLM,HHH,MLM,HLH,MLM,LHL,HLH",0
"708",36,"HLH,MMM,HMH,LML,MHM,HHH,HLH,LHL,HLH,MLM,MMM,LHL,MHM,HHH,LLL,MLM,LML,MHM,MHM,MLM,HHH,MLM,HLH,MLM,LHL,HLH",1
"709",36,"HLH,MMM,HMH,LML,MHM,HHH,HLH,LHL,HLH,MLM,MMM,LHL,MHM,HHH,LLL,MLM,LML,MHM,MHM,MLM,HHH,MLM,HLH,MLM,LHL,HLH",0
"715",36,"HLH,MMM,HMH,LML,MHM,HHH,HLH,LHL,HLH,MLM,MMM,LHL,MHM,HHH,LLL,MLM,LML,MHM,MHM,MLM,HHH,MLM,HLH,MLM,LHL,HLH",1
"716",36,"HLH,MMM,HMH,LML,MHM,HHH,HLH,LHL,HLH,MLM,MMM,LHL,MHM,HHH,LLL,MLM,LML,MHM,MHM,MLM,HHH,MLM,HLH,MLM,LHL,HLH",0
"722",37,"LHL,MLM,MMM,LHL,LHL,HLH,HMH,LLL,MLM,MHM,MMM,HHH,LML,MMM,LML,LLL,LHL,HHH,LLL,MMM,HHH,LLL,MLH,HMH,MHM",0
"724",37,"LHL,MLM,MMM,LHL,LHL,HLH,HMH,LLL,MLM,MHM,MMM,HHH,LML,MMM,LML,LLL,LHL,HHH,LLL,MMM,HHH,LLL,MLH,HMH,MHM",1
"725",37,"LHL,MLM,MMM,LHL,LHL,HLH,HMH,LLL,MLM,MHM,MMM,HHH,LML,MMM,LML,LLL,LHL,HHH,LLL,MMM,HHH,LLL,MLH,HMH,MHM",1
"726",37,"LHL,MLM,MMM,LHL,LHL,HLH,HMH,LLL,MLM,MHM,MMM,HHH,LML,MMM,LML,LLL,LHL,HHH,LLL,MMM,HHH,LLL,MLH,HMH,MHM",0
"732",37,"LHL,MLM,MMM,LHL,LHL,HLH,HMH,LLL,MLM,MHM,MMM,HHH,LML,MMM,LML,LLL,LHL,HHH,LLL,MMM,HHH,LLL,MLH,HMH,MHM",1
"737",37,"LHL,MLM,MMM,LHL,LHL,HLH,HMH,LLL,MLM,MHM,MMM,HHH,LML,MMM,LML,LLL,LHL,HHH,LLL,MMM,HHH,LLL,MLH,HMH,MHM",1
"739",37,"LHL,MLM,MMM,LHL,LHL,HLH,HMH,LLL,MLM,MHM,MMM,HHH,LML,MMM,LML,LLL,LHL,HHH,LLL,MMM,HHH,LLL,MLH,HMH,MHM",0
"741",37,"LHL,MLM,MMM,LHL,LHL,HLH,HMH,LLL,MLM,MHM,MMM,HHH,LML,MMM,LML,LLL,LHL,HHH,LLL,MMM,HHH,LLL,MLH,HMH,MHM",1
"742",37,"LHL,MLM,MMM,LHL,LHL,HLH,HMH,LLL,MLM,MHM,MMM,HHH,LML,MMM,LML,LLL,LHL,HHH,LLL,MMM,HHH,LLL,MLH,HMH,MHM",0
"752",38,"HMH,HMH,LML,LLL,HMH,HMH,HHH,LLL,HHH,MHM,LML,HLH,HHH,HMH,HHH,HMH,LHL,HLH,LML,LML,MMM,LLL,LHL,HHH,MLM",1
"753",38,"HMH,HMH,LML,LLL,HMH,HMH,HHH,LLL,HHH,MHM,LML,HLH,HHH,HMH,HHH,HMH,LHL,HLH,LML,LML,MMM,LLL,LHL,HHH,MLM",0
"754",38,"HMH,HMH,LML,LLL,HMH,HMH,HHH,LLL,HHH,MHM,LML,HLH,HHH,HMH,HHH,HMH,LHL,HLH,LML,LML,MMM,LLL,LHL,HHH,MLM",1
"755",38,"HMH,HMH,LML,LLL,HMH,HMH,HHH,LLL,HHH,MHM,LML,HLH,HHH,HMH,HHH,HMH,LHL,HLH,LML,LML,MMM,LLL,LHL,HHH,MLM",1
"757",38,"HMH,HMH,LML,LLL,HMH,HMH,HHH,LLL,HHH,MHM,LML,HLH,HHH,HMH,HHH,HMH,LHL,HLH,LML,LML,MMM,LLL,LHL,HHH,MLM",0
"762",38,"HMH,HMH,LML,LLL,HMH,HMH,HHH,LLL,HHH,MHM,LML,HLH,HHH,HMH,HHH,HMH,LHL,HLH,LML,LML,MMM,LLL,LHL,HHH,MLM",1
"763",38,"HMH,HMH,LML,LLL,HMH,HMH,HHH,LLL,HHH,MHM,LML,HLH,HHH,HMH,HHH,HMH,LHL,HLH,LML,LML,MMM,LLL,LHL,HHH,MLM",0
"767",38,"HMH,HMH,LML,LLL,HMH,HMH,HHH,LLL,HHH,MHM,LML,HLH,HHH,HMH,HHH,HMH,LHL,HLH,LML,LML,MMM,LLL,LHL,HHH,MLM",0
"769",38,"HMH,HMH,LML,LLL,HMH,HMH,HHH,LLL,HHH,MHM,LML,HLH,HHH,HMH,HHH,HMH,LHL,HLH,LML,LML,MMM,LLL,LHL,HHH,MLM",1
"770",38,"HMH,HMH,LML,LLL,HMH,HMH,HHH,LLL,HHH,MHM,LML,HLH,HHH,HMH,HHH,HMH,LHL,HLH,LML,LML,MMM,LLL,LHL,HHH,MLM",0
"771",38,"HMH,HMH,LML,LLL,HMH,HMH,HHH,LLL,HHH,MHM,LML,HLH,HHH,HMH,HHH,HMH,LHL,HLH,LML,LML,MMM,LLL,LHL,HHH,MLM",0
"783",39,"HMH,LML,LML,MMM,LML,MMM,MMM,HMH,LML,LML,MLM,LLL,LHL,MMM,LHL,MHH,HLH,LLL,LHL,LML",1
"785",39,"HMH,LML,LML,MMM,LML,MMM,MMM,HMH,LML,LML,MLM,LLL,LHL,MMM,LHL,MHH,HLH,LLL,LHL,LML",1
"786",39,"HMH,LML,LML,MMM,LML,MMM,MMM,HMH,LML,LML,MLM,LLL,LHL,MMM,LHL,MHH,HLH,LLL,LHL,LML",1
"787",39,"HMH,LML,LML,MMM,LML,MMM,MMM,HMH,LML,LML,MLM,LLL,LHL,MMM,LHL,MHH,HLH,LLL,LHL,LML",0
"788",39,"HMH,LML,LML,MMM,LML,MMM,MMM,HMH,LML,LML,MLM,LLL,LHL,MMM,LHL,MHH,HLH,LLL,LHL,LML",0
"789",39,"HMH,LML,LML,MMM,LML,MMM,MMM,HMH,LML,LML,MLM,LLL,LHL,MMM,LHL,MHH,HLH,LLL,LHL,LML",1
"791",39,"HMH,LML,LML,MMM,LML,MMM,MMM,HMH,LML,LML,MLM,LLL,LHL,MMM,LHL,MHH,HLH,LLL,LHL,LML",1
"793",40,"HHH,HLH,LHL,HLH,MLM,MMM,LHL,MHM,HHH,LLL,MLM,LML,MHM,MHM,MLM,HHH,MLM,HLH,MLM,LHL,HLH,HHH,LML,MMM,MMM,LLL,MHM,MHM,MMM",1
"794",40,"HHH,HLH,LHL,HLH,MLM,MMM,LHL,MHM,HHH,LLL,MLM,LML,MHM,MHM,MLM,HHH,MLM,HLH,MLM,LHL,HLH,HHH,LML,MMM,MMM,LLL,MHM,MHM,MMM",0
"799",40,"HHH,HLH,LHL,HLH,MLM,MMM,LHL,MHM,HHH,LLL,MLM,LML,MHM,MHM,MLM,HHH,MLM,HLH,MLM,LHL,HLH,HHH,LML,MMM,MMM,LLL,MHM,MHM,MMM",1
"800",40,"HHH,HLH,LHL,HLH,MLM,MMM,LHL,MHM,HHH,LLL,MLM,LML,MHM,MHM,MLM,HHH,MLM,HLH,MLM,LHL,HLH,HHH,LML,MMM,MMM,LLL,MHM,MHM,MMM",0
"806",40,"HHH,HLH,LHL,HLH,MLM,MMM,LHL,MHM,HHH,LLL,MLM,LML,MHM,MHM,MLM,HHH,MLM,HLH,MLM,LHL,HLH,HHH,LML,MMM,MMM,LLL,MHM,MHM,MMM",1
"807",40,"HHH,HLH,LHL,HLH,MLM,MMM,LHL,MHM,HHH,LLL,MLM,LML,MHM,MHM,MLM,HHH,MLM,HLH,MLM,LHL,HLH,HHH,LML,MMM,MMM,LLL,MHM,MHM,MMM",0
"821",41,"LHL,LHL,LLL,LLM,HHH,MLM,MHM,LHL,HLH,LLL,LHL,LLL,HMH,LHL,HMH,MLM,HLH,LML,LHL,HMH,LHL,LHL,HMH,MLM,LML,HHH,HMH",1
"822",41,"LHL,LHL,LLL,LLM,HHH,MLM,MHM,LHL,HLH,LLL,LHL,LLL,HMH,LHL,HMH,MLM,HLH,LML,LHL,HMH,LHL,LHL,HMH,MLM,LML,HHH,HMH",0
"823",41,"LHL,LHL,LLL,LLM,HHH,MLM,MHM,LHL,HLH,LLL,LHL,LLL,HMH,LHL,HMH,MLM,HLH,LML,LHL,HMH,LHL,LHL,HMH,MLM,LML,HHH,HMH",0
"824",41,"LHL,LHL,LLL,LLM,HHH,MLM,MHM,LHL,HLH,LLL,LHL,LLL,HMH,LHL,HMH,MLM,HLH,LML,LHL,HMH,LHL,LHL,HMH,MLM,LML,HHH,HMH",1
"825",41,"LHL,LHL,LLL,LLM,HHH,MLM,MHM,LHL,HLH,LLL,LHL,LLL,HMH,LHL,HMH,MLM,HLH,LML,LHL,HMH,LHL,LHL,HMH,MLM,LML,HHH,HMH",0
